draw,Phenotype,logic,dose
487,Intermediate,AUC_match,1200
487,Intermediate,C24_match,700
487,Intermediate,C24_ceiling,1800
487,Rapid,AUC_match,850
487,Rapid,C24_match,200
487,Rapid,C24_ceiling,800
488,Slow,AUC_match,800
488,Slow,C24_match,250
488,Slow,C24_ceiling,950
488,Intermediate,AUC_match,1400
488,Intermediate,C24_match,1800
488,Intermediate,C24_ceiling,1800
488,Rapid,AUC_match,1150
488,Rapid,C24_match,1350
488,Rapid,C24_ceiling,1800
489,Slow,AUC_match,550
489,Slow,C24_match,200
489,Slow,C24_ceiling,200
489,Intermediate,AUC_match,1150
489,Intermediate,C24_match,550
489,Intermediate,C24_ceiling,1800
489,Rapid,AUC_match,1350
489,Rapid,C24_match,800
489,Rapid,C24_ceiling,1800
490,Slow,AUC_match,700
490,Slow,C24_match,200
490,Slow,C24_ceiling,450
490,Intermediate,AUC_match,1200
490,Intermediate,C24_match,750
490,Intermediate,C24_ceiling,1800
490,Rapid,AUC_match,1800
490,Rapid,C24_match,1800
490,Rapid,C24_ceiling,1800
491,Slow,AUC_match,700
491,Slow,C24_match,200
491,Slow,C24_ceiling,500
491,Intermediate,AUC_match,1400
491,Intermediate,C24_match,1800
491,Intermediate,C24_ceiling,1800
491,Rapid,AUC_match,1200
491,Rapid,C24_match,1200
491,Rapid,C24_ceiling,1800
492,Slow,AUC_match,700
492,Slow,C24_match,200
492,Slow,C24_ceiling,700
492,Intermediate,AUC_match,1250
492,Intermediate,C24_match,1800
492,Intermediate,C24_ceiling,1800
492,Rapid,AUC_match,1800
492,Rapid,C24_match,1800
492,Rapid,C24_ceiling,1800
493,Slow,AUC_match,650
493,Slow,C24_match,200
493,Slow,C24_ceiling,400
493,Intermediate,AUC_match,1250
493,Intermediate,C24_match,1500
493,Intermediate,C24_ceiling,1800
493,Rapid,AUC_match,1150
493,Rapid,C24_match,1050
493,Rapid,C24_ceiling,1800
494,Slow,AUC_match,550
494,Slow,C24_match,200
494,Slow,C24_ceiling,200
494,Intermediate,AUC_match,1250
494,Intermediate,C24_match,1800
494,Intermediate,C24_ceiling,1800
494,Rapid,AUC_match,1800
494,Rapid,C24_match,1800
494,Rapid,C24_ceiling,1800
495,Slow,AUC_match,600
495,Slow,C24_match,200
495,Slow,C24_ceiling,400
495,Intermediate,AUC_match,1100
495,Intermediate,C24_match,950
495,Intermediate,C24_ceiling,1800
495,Rapid,AUC_match,1000
495,Rapid,C24_match,600
495,Rapid,C24_ceiling,1800
496,Slow,AUC_match,750
496,Slow,C24_match,200
496,Slow,C24_ceiling,650
496,Intermediate,AUC_match,1400
496,Intermediate,C24_match,1350
496,Intermediate,C24_ceiling,1800
496,Rapid,AUC_match,1700
496,Rapid,C24_match,1800
496,Rapid,C24_ceiling,1800
497,Slow,AUC_match,650
497,Slow,C24_match,200
497,Slow,C24_ceiling,350
497,Intermediate,AUC_match,1250
497,Intermediate,C24_match,1000
497,Intermediate,C24_ceiling,1800
497,Rapid,AUC_match,1700
497,Rapid,C24_match,1800
497,Rapid,C24_ceiling,1800
498,Slow,AUC_match,600
498,Slow,C24_match,200
498,Slow,C24_ceiling,250
498,Intermediate,AUC_match,1300
498,Intermediate,C24_match,950
498,Intermediate,C24_ceiling,1800
498,Rapid,AUC_match,1250
498,Rapid,C24_match,800
498,Rapid,C24_ceiling,1800
499,Slow,AUC_match,700
499,Slow,C24_match,200
499,Slow,C24_ceiling,500
499,Intermediate,AUC_match,1300
499,Intermediate,C24_match,800
499,Intermediate,C24_ceiling,1800
499,Rapid,AUC_match,1300
499,Rapid,C24_match,850
499,Rapid,C24_ceiling,1800
